STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Total_Crime,city,lat,lon,state
KERALA,total,2003,394,102,33,1947,68,2930,0,5474,,,,
MADHYA PRADESH,anuppur,2003,10,1,1,14,2,3,0,31,,,,
MADHYA PRADESH,ashok nagar,2003,33,4,6,140,12,36,0,231,,,,
MADHYA PRADESH,balaghat,2003,61,5,10,134,32,69,0,311,balaghat,21.8611589,80.3237105, Madhya Pradesh
MADHYA PRADESH,barwani,2003,38,8,4,88,5,23,0,166,,,,
MADHYA PRADESH,betul,2003,137,22,9,171,11,51,0,401,betul,21.8797472,77.8753651, Madhya Pradesh
MADHYA PRADESH,bhind,2003,25,18,24,94,0,53,0,214,bhind,26.3518828,78.6863189, Madhya Pradesh
MADHYA PRADESH,bhopal,2003,93,46,16,252,23,142,0,572,bhopal,23.2584857,77.401989, Madhya Pradesh
MADHYA PRADESH,bhopal rly.,2003,3,0,2,14,6,1,0,26,,,,
MADHYA PRADESH,burhanpur,2003,7,0,1,22,0,13,0,43,burhanpur,21.334867,76.3708803, Madhya Pradesh
MADHYA PRADESH,chhatarpur,2003,56,8,17,164,13,50,0,308,chhatarpur,24.760609,79.6781776, Madhya Pradesh
MADHYA PRADESH,chhindwara,2003,82,12,12,187,27,78,0,398,chhindwara,22.2071897,78.798833, Madhya Pradesh
MADHYA PRADESH,damoh,2003,49,13,27,179,0,64,0,332,damoh,23.7981005,79.5419356, Madhya Pradesh
MADHYA PRADESH,datiya,2003,30,7,10,66,0,35,0,148,,,,
MADHYA PRADESH,dewas,2003,88,20,12,213,68,196,0,597,dewas,22.8057498,76.2940408, Madhya Pradesh
MADHYA PRADESH,dhar,2003,82,23,40,200,13,85,0,443,dhar,22.5786572,75.2258637, Madhya Pradesh
MADHYA PRADESH,dindori,2003,37,2,1,64,8,22,0,134,dindori,22.9070871,80.8846924, Madhya Pradesh
MADHYA PRADESH,guna,2003,83,6,9,175,7,68,0,348,guna,24.5001772,77.2600959, Madhya Pradesh
MADHYA PRADESH,gwalior,2003,72,50,24,161,6,125,0,438,gwalior,26.2037247,78.1573628, Madhya Pradesh
MADHYA PRADESH,harda,2003,25,1,3,52,0,22,0,103,harda,22.2427973,77.1179173, Madhya Pradesh
MADHYA PRADESH,hoshangabad,2003,70,7,19,127,7,52,0,282,hoshangabad,22.7545538,77.7198249, Madhya Pradesh
MADHYA PRADESH,indore,2003,77,43,22,240,84,298,0,764,indore,22.7203616,75.8681996, Madhya Pradesh
MADHYA PRADESH,indore rly.,2003,0,0,1,3,0,0,0,4,,,,
MADHYA PRADESH,jabalpur,2003,103,25,57,297,60,108,0,650,jabalpur,23.1701522,79.9324505, Madhya Pradesh
MADHYA PRADESH,jabalpur rly.,2003,0,2,0,4,1,0,0,7,,,,
MADHYA PRADESH,jhabua,2003,36,35,0,112,10,12,0,205,jhabua,22.8869652,74.7243249, Madhya Pradesh
MADHYA PRADESH,katni,2003,37,4,17,137,15,61,0,271,katni,23.7176393,80.2610181, Madhya Pradesh
MADHYA PRADESH,khandwa,2003,53,18,6,157,21,23,0,278,khandwa,21.9769779,76.5675344, Madhya Pradesh
MADHYA PRADESH,khargon,2003,50,13,5,184,31,43,0,326,,,,
MADHYA PRADESH,mandla,2003,39,2,4,143,13,44,0,245,mandla,22.6871074,80.5816341, Madhya Pradesh
MADHYA PRADESH,mandsaur,2003,45,5,4,126,12,54,0,246,mandsaur,24.2628148,75.385692, Madhya Pradesh
MADHYA PRADESH,morena,2003,40,21,23,93,3,41,0,221,morena,26.3849794,77.8612721, Madhya Pradesh
MADHYA PRADESH,narsinghpur,2003,40,3,15,134,19,34,0,245,narsinghpur,22.934556,79.0867849, Madhya Pradesh
MADHYA PRADESH,neemuch,2003,31,5,4,65,10,65,0,180,neemuch,24.6305517,75.1829, Madhya Pradesh
MADHYA PRADESH,panna,2003,32,4,21,92,2,26,0,177,panna,24.4498931,80.1462723, Madhya Pradesh
MADHYA PRADESH,raisen,2003,75,8,17,176,0,46,0,322,raisen,23.2675909,78.1727134, Madhya Pradesh
MADHYA PRADESH,rajgarh,2003,88,5,2,163,20,83,0,361,rajgarh,23.8716707,76.7744703, Madhya Pradesh
MADHYA PRADESH,ratlam,2003,62,9,5,132,13,50,0,271,ratlam,23.5022201,74.9551534, Madhya Pradesh
MADHYA PRADESH,rewa,2003,41,11,28,110,2,44,0,236,rewa,24.7560846,81.3810574, Madhya Pradesh
MADHYA PRADESH,sagar,2003,121,28,27,388,17,127,0,708,sagar,23.8083076,78.758254, Madhya Pradesh
MADHYA PRADESH,satna,2003,59,5,33,187,5,57,0,346,satna,24.6954445,80.7770348, Madhya Pradesh
MADHYA PRADESH,seoni,2003,54,1,6,86,4,25,0,176,seoni,22.2748109,79.7202522, Madhya Pradesh
MADHYA PRADESH,shahdol,2003,68,8,13,221,14,120,0,444,,,,
MADHYA PRADESH,shajapur,2003,71,9,10,166,36,79,0,371,shajapur,23.4171002,76.6074794, Madhya Pradesh
MADHYA PRADESH,sheopur,2003,19,1,1,51,0,11,0,83,sheopur,25.7499267,76.9212945, Madhya Pradesh
MADHYA PRADESH,shivpuri,2003,69,16,13,130,0,32,0,260,shivpuri,25.3741216,77.8278866, Madhya Pradesh
MADHYA PRADESH,sidhi,2003,38,24,17,121,2,27,0,229,sidhi,24.2112687,81.7000415, Madhya Pradesh
MADHYA PRADESH,sihore,2003,86,4,6,87,12,32,0,227,,,,
MADHYA PRADESH,tikamgarh,2003,50,5,20,98,5,21,0,199,tikamgarh,24.8552105,79.0472546, Madhya Pradesh
MADHYA PRADESH,ujjain,2003,59,34,7,172,27,125,0,424,ujjain,23.1885131,75.7716562, Madhya Pradesh
MADHYA PRADESH,umariya,2003,20,0,5,59,3,22,0,109,,,,
MADHYA PRADESH,vidisha,2003,94,7,12,197,24,40,0,374,vidisha,23.8463004,77.8370209, Madhya Pradesh
MADHYA PRADESH,total,2003,2738,608,648,6848,705,2938,0,14485,,,,
MAHARASHTRA,ahmednagar,2003,44,13,15,51,3,287,0,413,ahmednagar,19.1627725,74.8580243, Maharashtra
MAHARASHTRA,akola,2003,29,29,9,80,5,132,0,284,akola,20.7618123,77.1921157, Maharashtra
MAHARASHTRA,amravati commr.,2003,26,12,3,45,19,77,0,182,,,,
MAHARASHTRA,amravati rural,2003,47,15,8,118,22,151,0,361,,,,
MAHARASHTRA,aurangabad commr.,2003,8,13,4,25,10,130,0,190,,,,
MAHARASHTRA,aurangabad rural,2003,14,4,32,48,8,190,0,296,,,,
MAHARASHTRA,beed,2003,25,11,10,58,8,186,0,298,beed,18.9918442,75.909784, Maharashtra
MAHARASHTRA,bhandara,2003,41,6,7,54,27,69,0,204,bhandara,21.1225869,79.794509, Maharashtra
MAHARASHTRA,buldhana,2003,39,13,61,106,26,164,0,409,,,,
MAHARASHTRA,chandrapur,2003,36,12,3,85,21,101,0,258,chandrapur,20.0967555,79.5045475, Maharashtra
MAHARASHTRA,dhule,2003,7,5,2,18,6,90,0,128,dhule,21.1305215,74.4900614, Maharashtra
MAHARASHTRA,gadchiroli,2003,30,13,2,57,20,81,0,203,,,,
MAHARASHTRA,gondia,2003,25,11,6,93,26,74,0,235,,,,
MAHARASHTRA,hingoli,2003,14,7,1,36,6,112,0,176,hingoli,19.5431164,77.1739432, Maharashtra
MAHARASHTRA,jalgaon,2003,38,9,8,79,21,239,0,394,jalgaon,20.8428827,75.5261246, Maharashtra
MAHARASHTRA,jalna,2003,8,14,15,53,14,204,0,308,,,,
MAHARASHTRA,kolhapur,2003,15,11,25,47,7,64,0,169,kolhapur,16.7028412,74.2405329, Maharashtra
MAHARASHTRA,latur,2003,21,15,31,49,2,80,0,198,latur,18.3553347,76.7548997, Maharashtra
MAHARASHTRA,mumbai,2003,133,85,8,282,44,199,0,751,mumbai,19.054999,72.8692035, Maharashtra
MAHARASHTRA,mumbai rly.,2003,4,2,1,16,1,0,0,24,,,,
MAHARASHTRA,nagpur commr.,2003,26,29,4,36,36,136,0,267,,,,
MAHARASHTRA,nagpur rly.,2003,1,2,0,5,1,0,0,9,,,,
MAHARASHTRA,nagpur rural,2003,52,19,5,95,42,111,0,324,,,,
MAHARASHTRA,nanded,2003,33,14,16,78,7,229,0,377,nanded,19.0942729,77.4832628, Maharashtra
MAHARASHTRA,nandurbar,2003,10,9,2,34,12,77,0,144,nandurbar,21.5141622,74.5405513, Maharashtra
MAHARASHTRA,nasik commr.,2003,11,12,4,18,14,116,0,175,,,,
MAHARASHTRA,nasik rural,2003,54,14,3,84,31,358,0,544,,,,
MAHARASHTRA,navi mumbai,2003,16,7,6,28,7,55,0,119,,,,
MAHARASHTRA,osmanabad,2003,12,3,3,37,11,92,0,158,,,,
MAHARASHTRA,parbhani,2003,13,7,7,49,5,149,0,230,parbhani,19.2901981,76.6026443, Maharashtra
MAHARASHTRA,pune commr.,2003,40,27,2,61,92,166,0,388,,,,
MAHARASHTRA,pune rly.,2003,3,0,0,1,0,0,0,4,,,,
MAHARASHTRA,pune rural,2003,29,14,7,55,8,165,0,278,,,,
MAHARASHTRA,raigad,2003,25,12,2,42,7,57,0,145,raigad,18.4928092,73.138071, Maharashtra
MAHARASHTRA,ratnagiri,2003,16,1,0,27,10,47,0,101,ratnagiri,17.2826079,73.4569787, Maharashtra
MAHARASHTRA,sangli,2003,47,12,7,39,8,87,0,200,sangli,17.1726928,74.5867654, Maharashtra
MAHARASHTRA,satara,2003,17,6,8,42,5,156,0,234,satara,17.6361289,74.2982781, Maharashtra
MAHARASHTRA,sindhudurg,2003,8,4,1,16,3,3,0,35,,,,
MAHARASHTRA,solapur commr.,2003,15,8,4,19,3,72,0,121,,,,
MAHARASHTRA,solapur rural,2003,44,15,4,52,0,130,0,245,,,,
MAHARASHTRA,thane commr.,2003,51,35,4,66,29,153,0,338,,,,
MAHARASHTRA,thane rural,2003,51,16,6,101,23,107,0,304,,,,
MAHARASHTRA,wardha,2003,25,15,1,81,4,67,0,193,wardha,20.8256232,78.6131455, Maharashtra
MAHARASHTRA,washim,2003,15,10,9,60,12,119,0,225,,,,
MAHARASHTRA,yavatmal,2003,50,35,12,135,16,170,0,418,,,,
MAHARASHTRA,total,2003,1268,626,368,2661,682,5452,0,11057,,,,
MANIPUR,bishnupur,2003,2,6,0,16,0,0,0,24,bishnupur,24.6267287,93.7600454, Manipur
MANIPUR,chandel,2003,0,1,0,0,0,0,0,1,,,,
MANIPUR,churachandpur,2003,0,0,0,2,0,0,0,2,,,,
MANIPUR,imphal(east),2003,3,10,0,2,0,0,0,15,,,,
MANIPUR,imphal(west),2003,5,24,0,22,0,1,0,52,,,,
MANIPUR,senapati,2003,0,1,0,0,0,0,0,1,,,,
MANIPUR,tamenglong,2003,0,0,0,0,0,0,0,0,,,,
MANIPUR,thoubal,2003,8,26,0,1,0,3,0,38,thoubal,24.6386954,93.996871, Manipur
MANIPUR,ukhrul,2003,0,3,0,1,0,0,0,4,,,,
MANIPUR,total,2003,18,71,0,44,0,4,0,137,,,,
MEGHALAYA,garo hills east,2003,1,0,0,0,0,0,0,1,,,,
MEGHALAYA,garo hills south,2003,3,0,0,1,0,0,0,4,,,,
MEGHALAYA,garo hills west,2003,6,0,0,5,0,0,0,11,,,,
MEGHALAYA,jaintia hills,2003,11,0,0,0,0,0,0,11,,,,
MEGHALAYA,khasi hills east,2003,10,7,0,7,1,4,0,29,,,,
MEGHALAYA,khasi hills west,2003,6,0,0,0,0,0,0,6,,,,
MEGHALAYA,ri-bhoi,2003,3,3,0,0,0,0,0,6,,,,
MEGHALAYA,total,2003,40,10,0,13,1,4,0,68,,,,
MIZORAM,aizawl,2003,24,1,0,25,0,3,0,53,,,,
MIZORAM,champhai,2003,10,0,0,11,0,0,0,21,,,,
MIZORAM,kolasib,2003,5,0,0,11,0,0,0,16,,,,
MIZORAM,lawngtlai,2003,1,0,0,6,0,0,0,7,,,,
MIZORAM,lunglei,2003,6,0,0,15,0,0,0,21,,,,
MIZORAM,mamit,2003,1,0,0,0,0,0,0,1,,,,
MIZORAM,saiha,2003,4,1,0,11,0,0,0,16,,,,
MIZORAM,serchhip,2003,3,0,0,9,0,0,0,12,,,,
MIZORAM,total,2003,54,2,0,88,0,3,0,147,,,,
NAGALAND,dimapur,2003,2,2,0,0,0,0,1,5,dimapur,25.9041379,93.7177609, Nagaland
NAGALAND,kiphire,2003,1,0,0,0,0,0,0,1,kiphire,25.8117088,94.8474036, Nagaland
NAGALAND,kohima,2003,5,0,0,4,0,0,0,9,kohima,25.6618755,94.1019156, Nagaland
NAGALAND,mokokchung,2003,1,0,0,0,2,0,0,3,mokokchung,26.4795861,94.5105275, Nagaland
NAGALAND,mon,2003,2,0,0,0,0,0,0,2,mon,26.666667,95.0, Nagaland
NAGALAND,peren,2003,1,0,0,0,0,0,0,1,peren,25.4499691,93.6001738, Nagaland
NAGALAND,phek,2003,2,0,0,0,0,0,0,2,phek,25.6700924,94.3843925, Nagaland
NAGALAND,tuensang,2003,0,0,0,0,0,0,0,0,tuensang,26.2342107,94.741553, Nagaland
NAGALAND,wokha,2003,0,1,0,0,0,0,0,1,wokha,26.242251,94.1921153, Nagaland
NAGALAND,zunheboto,2003,0,0,0,0,0,0,0,0,zunheboto,26.0123803,94.5123719, Nagaland
NAGALAND,total,2003,14,3,0,4,2,0,1,24,,,,
ODISHA,angul,2003,20,9,18,111,0,36,0,194,angul,21.102538,84.9536825, Orissa
ODISHA,balasore,2003,49,32,30,61,25,44,0,241,,,,
ODISHA,baragarh,2003,30,4,10,70,3,91,0,208,,,,
ODISHA,berhampur,2003,12,1,4,47,3,18,0,85,,,,
ODISHA,bhadrak,2003,25,21,21,49,2,67,0,185,bhadrak,20.9854052,86.5934226, Orissa
ODISHA,bolangir,2003,25,4,0,95,5,38,0,167,,,,
ODISHA,boudh,2003,11,4,1,32,1,10,0,59,,,,
ODISHA,cuttack,2003,32,26,47,27,1,122,0,255,cuttack,20.4686,85.8792, Orissa
ODISHA,deogarh,2003,5,9,0,52,3,12,0,81,,,,
ODISHA,dhenkanal,2003,9,7,3,67,10,27,0,123,dhenkanal,20.8351494,85.6022305, Orissa
ODISHA,gajapati,2003,4,4,3,21,1,7,0,40,gajapati,19.1966026,84.1930634, Orissa
ODISHA,ganjam,2003,17,9,13,185,10,46,0,280,ganjam,19.6090068,84.7080633, Orissa
ODISHA,jagatsinghpur,2003,13,15,12,9,4,29,0,82,,,,
ODISHA,jajpur,2003,17,21,19,18,0,73,0,148,jajpur,20.8746788,86.1215393, Orissa
ODISHA,jharsuguda,2003,15,8,0,38,4,23,0,88,jharsuguda,21.8019368,83.9713964, Orissa
ODISHA,kalahandi,2003,18,9,5,22,6,11,0,71,kalahandi,19.8265757,83.0408702, Orissa
ODISHA,kandhamal,2003,35,23,2,84,7,75,0,226,,,,
ODISHA,kendrapara,2003,10,12,12,14,0,12,0,60,kendrapara,20.5475164,86.5296168, Orissa
ODISHA,keonjhar,2003,37,25,14,84,17,55,0,232,keonjhar,21.5,85.5, Orissa
ODISHA,khurda,2003,57,35,29,39,19,131,0,310,khurda,20.1617378,85.7052429, Orissa
ODISHA,koraput,2003,38,21,0,82,4,51,0,196,koraput,18.7232023,82.6100596, Orissa
ODISHA,malkangir,2003,17,4,1,16,1,6,0,45,,,,
ODISHA,mayurbhanj,2003,70,2,11,120,8,135,0,346,,,,
ODISHA,nayagarh,2003,15,11,12,10,2,15,0,65,nayagarh,20.2393683,85.050728, Orissa
ODISHA,nowrangpur,2003,26,15,0,44,5,19,0,109,,,,
ODISHA,nuapada,2003,6,0,0,21,13,16,0,56,nuapada,20.5412657,82.5292352, Orissa
ODISHA,puri,2003,39,14,0,7,0,24,0,84,puri,19.8076083,85.8252538, Orissa
ODISHA,rayagada,2003,14,5,4,44,3,27,0,97,rayagada,19.4426698,83.5873053, Orissa
ODISHA,rourkela,2003,10,3,1,31,6,21,0,72,,,,
ODISHA,sambalpur,2003,22,9,1,61,13,15,0,121,sambalpur,21.5570606,84.1528515, Orissa
ODISHA,sonepur,2003,4,2,1,44,1,8,0,60,,,,
ODISHA,srp(cuttack),2003,1,2,0,9,1,3,0,16,,,,
ODISHA,srp(rourkela),2003,1,1,0,3,0,0,0,5,,,,
ODISHA,sundargarh,2003,21,6,5,52,10,22,0,116,,,,
ODISHA,total,2003,725,373,279,1669,188,1289,0,4523,,,,
PUNJAB,amritsar,2003,11,25,4,9,0,50,0,99,amritsar,31.6356659,74.8787496, Punjab
PUNJAB,barnala,2003,15,7,2,12,0,52,0,88,barnala,30.3716802,75.5039887, Punjab
PUNJAB,batala,2003,13,9,6,6,0,28,0,62,,,,
PUNJAB,bhatinda,2003,15,16,1,20,2,36,0,90,,,,
PUNJAB,faridkot,2003,10,5,2,8,0,49,0,74,faridkot,30.6014507,74.7950176, Punjab
PUNJAB,fatehgarh sahib,2003,9,4,1,2,2,14,0,32,,,,
PUNJAB,ferozepur,2003,30,11,7,32,0,34,0,114,,,,
PUNJAB,g.r.p,2003,1,1,3,3,0,0,0,8,,,,
PUNJAB,gurdaspur,2003,15,4,4,4,0,19,0,46,gurdaspur,31.9037264,75.2275587, Punjab
PUNJAB,hoshiarpur,2003,30,14,7,13,15,51,0,130,hoshiarpur,31.6092942,75.8459754, Punjab
PUNJAB,jagraon,2003,12,4,5,9,0,34,0,64,,,,
PUNJAB,jalandhar,2003,33,46,13,27,0,107,0,226,jalandhar,31.2922312,75.5678878, Punjab
PUNJAB,kapurthala,2003,11,5,2,3,0,37,0,58,kapurthala,31.3856476,75.3053304, Punjab
PUNJAB,khanna,2003,7,3,2,7,0,14,0,33,,,,
PUNJAB,ludhiana,2003,38,47,8,72,175,116,0,456,ludhiana,30.9090157,75.851601, Punjab
PUNJAB,majitha,2003,12,10,3,15,0,29,0,69,,,,
PUNJAB,mansa,2003,11,6,6,8,0,12,0,43,,,,
PUNJAB,moga,2003,9,8,3,16,0,17,0,53,moga,30.7877554,75.159359, Punjab
PUNJAB,muktsar,2003,9,3,1,12,0,10,0,35,muktsar,30.4692,74.5182, Punjab
PUNJAB,nawan shahr,2003,14,10,1,5,0,32,0,62,,,,
PUNJAB,patiala,2003,33,30,6,28,0,138,0,235,patiala,30.2092778,76.3397231, Punjab
PUNJAB,ropar,2003,10,9,8,14,3,41,0,85,,,,
PUNJAB,sangrur,2003,19,14,12,14,2,56,0,117,sangrur,30.135717,75.8533326, Punjab
PUNJAB,tarn taran,2003,13,4,3,7,0,11,0,38,,,,
PUNJAB,total,2003,380,295,110,346,199,987,0,2317,,,,
RAJASTHAN,ajmer,2003,36,95,17,75,0,284,0,507,ajmer,26.4691,74.639, Rajasthan
RAJASTHAN,alwar,2003,50,60,42,114,0,274,0,540,alwar,27.4140049,76.6170387, Rajasthan
RAJASTHAN,banswara,2003,53,51,3,89,2,100,0,298,,,,
RAJASTHAN,baran,2003,50,66,3,175,10,187,0,491,baran,24.9208165,76.6821985, Rajasthan
RAJASTHAN,barmer,2003,16,15,17,72,0,63,0,183,,,,
RAJASTHAN,bharatpur,2003,41,68,30,55,0,228,0,422,bharatpur,27.0246959,77.2920116, Rajasthan
RAJASTHAN,bhilwara,2003,42,112,6,111,0,286,0,557,bhilwara,25.470994,74.6961316, Rajasthan
RAJASTHAN,bikaner,2003,27,28,14,50,0,164,0,283,bikaner,28.0159286,73.3171367, Rajasthan
RAJASTHAN,bundi,2003,42,49,4,152,0,198,0,445,bundi,25.4367659,75.7361471, Rajasthan
RAJASTHAN,chittorgarh,2003,78,164,6,99,3,379,0,729,chittorgarh,24.7171578,74.4718129, Rajasthan
RAJASTHAN,churu,2003,22,14,15,76,1,173,0,301,churu,28.2047781,74.6912996, Rajasthan
RAJASTHAN,dausa,2003,17,21,3,20,0,61,0,122,dausa,26.8048659,76.4437457, Rajasthan
RAJASTHAN,dholpur,2003,20,27,21,36,0,92,0,196,,,,
RAJASTHAN,dungarpur,2003,15,29,10,50,1,54,0,159,dungarpur,23.8538893,73.7087177, Rajasthan
RAJASTHAN,g.r.p.,2003,0,0,2,12,2,0,0,16,,,,
RAJASTHAN,ganganagar,2003,75,47,16,69,0,352,0,559,ganganagar,25.9061389,76.4815499, Rajasthan
RAJASTHAN,hanumangarh,2003,56,24,18,93,1,254,0,446,hanumangarh,29.3659533,74.298429, Rajasthan
RAJASTHAN,jaipur,2003,57,187,32,188,0,482,0,946,jaipur,26.9154576,75.8189817, Rajasthan
RAJASTHAN,jaisalmer,2003,3,6,4,16,0,13,0,42,jaisalmer,26.9116615,70.9124888, Rajasthan
RAJASTHAN,jalore,2003,6,30,7,72,0,75,0,190,jalore,25.2093483,72.3178889, Rajasthan
RAJASTHAN,jhalawar,2003,50,51,11,141,1,191,0,445,jhalawar,24.3132368,76.5221078, Rajasthan
RAJASTHAN,jhunjhunu,2003,27,33,7,50,0,102,0,219,,,,
RAJASTHAN,jodhpur,2003,34,62,15,96,4,282,0,493,jodhpur,26.2967719,73.0351433, Rajasthan
RAJASTHAN,karauli,2003,34,50,13,80,0,73,0,250,karauli,26.5158329,77.0565965, Rajasthan
RAJASTHAN,kota,2003,35,115,9,146,2,307,0,614,kota,25.1737019,75.8574194, Rajasthan
RAJASTHAN,nagaur,2003,32,27,10,115,0,128,0,312,nagaur,26.9873443,73.7389011, Rajasthan
RAJASTHAN,pali,2003,27,65,9,184,1,190,0,476,pali,25.4552211,73.419389, Rajasthan
RAJASTHAN,rajsamand,2003,12,53,2,32,2,106,0,207,rajsamand,25.2892459,73.8241077, Rajasthan
RAJASTHAN,sawai madhopur,2003,21,27,10,56,0,112,0,226,,,,
RAJASTHAN,sikar,2003,15,22,17,44,0,111,0,209,sikar,27.6624156,75.0279971, Rajasthan
RAJASTHAN,sirohi,2003,11,32,6,37,0,97,0,183,sirohi,24.8114047,72.8300257, Rajasthan
RAJASTHAN,tonk,2003,11,48,5,45,1,179,1,290,tonk,26.1223198,75.6632235, Rajasthan
RAJASTHAN,udaipur,2003,35,72,5,65,2,136,0,315,udaipur,24.578721,73.6862571, Rajasthan
RAJASTHAN,total,2003,1050,1750,389,2715,33,5733,1,11671,,,,
SIKKIM,east,2003,5,0,0,11,0,1,0,17,,,,
SIKKIM,north,2003,2,0,0,0,0,0,0,2,,,,
SIKKIM,south,2003,1,0,0,6,0,0,0,7,,,,
SIKKIM,west,2003,2,0,0,8,0,0,0,10,,,,
SIKKIM,total,2003,10,0,0,25,0,1,0,36,,,,
TAMIL NADU,chengai,2003,17,33,15,100,62,78,0,305,,,,
TAMIL NADU,chennai,2003,38,0,18,90,212,159,0,517,,,,
TAMIL NADU,chennai rly.,2003,0,0,0,4,2,0,0,6,,,,
TAMIL NADU,coimbatore rural,2003,16,14,17,79,29,97,0,252,,,,
TAMIL NADU,coimbatore urban,2003,4,1,1,18,6,24,0,54,,,,
TAMIL NADU,cuddalore,2003,19,10,10,73,18,35,0,165,cuddalore,11.5202071,79.3396356, Tamilnadu
TAMIL NADU,dharmapuri,2003,23,34,16,91,11,36,0,211,dharmapuri,12.1456131,78.1132217, Tamilnadu
TAMIL NADU,dindigul,2003,18,14,3,51,2,30,0,118,dindigul,10.4256897,77.815664, Tamilnadu
TAMIL NADU,erode,2003,11,33,2,60,10,50,0,166,erode,11.4905282,77.3505274, Tamilnadu
TAMIL NADU,kanchipuram,2003,31,16,11,57,60,23,0,198,,,,
TAMIL NADU,kanyakumari,2003,11,9,4,22,33,50,0,129,,,,
TAMIL NADU,karur,2003,3,10,2,5,4,24,0,48,karur,10.8217671,78.3828654, Tamilnadu
TAMIL NADU,madurai rural,2003,22,24,13,58,8,63,0,188,,,,
TAMIL NADU,madurai urban,2003,7,16,10,29,49,35,0,146,,,,
TAMIL NADU,nagapattinam,2003,5,19,8,50,4,25,0,111,nagapattinam,10.6026203,79.7619348, Tamilnadu
TAMIL NADU,namakkal,2003,7,22,6,54,20,41,0,150,namakkal,11.3033889,78.118604, Tamilnadu
TAMIL NADU,nilgiris,2003,9,2,0,39,4,0,0,54,,,,
TAMIL NADU,perambalur,2003,13,26,3,65,10,42,0,159,perambalur,11.2902641,78.9300404, Tamilnadu
TAMIL NADU,pudukottai,2003,8,14,2,52,5,28,0,109,,,,
TAMIL NADU,ramnathapuram,2003,10,10,3,49,6,45,0,123,,,,
TAMIL NADU,salem rural,2003,35,62,10,167,9,151,0,434,,,,
TAMIL NADU,salem urban,2003,11,8,3,11,13,13,0,59,,,,
TAMIL NADU,sivagangai,2003,4,19,4,17,7,34,0,85,,,,
TAMIL NADU,thanjavur,2003,14,22,1,100,14,33,0,184,thanjavur,10.659037,79.2014278, Tamilnadu
TAMIL NADU,theni,2003,6,5,4,53,7,25,0,100,theni,9.8692558,77.4222974, Tamilnadu
TAMIL NADU,thirunelveli rural,2003,43,27,11,122,28,41,0,272,,,,
TAMIL NADU,thirunelveli urban,2003,4,10,0,11,18,21,0,64,,,,
TAMIL NADU,thiruvallur,2003,14,23,8,70,13,28,0,156,,,,
TAMIL NADU,thiruvannamalai,2003,25,20,6,37,8,22,0,118,thiruvannamalai,9.539867,77.6197904, Tamil Nadu
TAMIL NADU,thiruvarur,2003,9,8,2,71,9,19,0,118,thiruvarur,10.6878621,79.4979437, Tamilnadu
TAMIL NADU,thoothugudi,2003,21,22,5,76,51,54,0,229,,,,
TAMIL NADU,trichy rly.,2003,0,0,0,0,1,0,0,1,,,,
TAMIL NADU,trichy rural,2003,7,9,7,16,4,44,1,88,,,,
TAMIL NADU,trichy urban,2003,6,7,0,5,41,44,0,103,,,,
TAMIL NADU,vellore,2003,20,23,6,43,32,17,0,141,vellore,12.9021849,79.061104, Tamilnadu
TAMIL NADU,villupuram,2003,39,40,6,100,29,62,0,276,villupuram,11.9959629,79.7673667, Tamilnadu
TAMIL NADU,virudhunagar,2003,27,20,3,77,42,62,0,231,virudhunagar,9.4926289,77.8631831, Tamilnadu
TAMIL NADU,total,2003,557,632,220,2022,881,1555,1,5868,,,,
TRIPURA,dhalai,2003,5,2,2,8,0,10,0,27,,,,
TRIPURA,north,2003,36,4,3,38,0,75,0,156,,,,
TRIPURA,south,2003,37,7,3,54,0,73,0,174,,,,
TRIPURA,west,2003,36,16,12,27,0,89,0,180,,,,
TRIPURA,total,2003,114,29,20,127,0,247,0,537,,,,
UTTAR PRADESH,agra,2003,27,73,55,59,55,183,0,452,agra,27.1752554,78.0098161, Uttar Pradesh
UTTAR PRADESH,aligarh,2003,24,60,33,27,14,108,0,266,aligarh,27.8761073,78.1358153, Uttar Pradesh
UTTAR PRADESH,allahabad,2003,21,19,40,12,27,77,0,196,,,,
UTTAR PRADESH,ambedkar nagar,2003,7,15,10,6,7,16,0,61,,,,
UTTAR PRADESH,auraiya,2003,4,10,16,11,24,13,0,78,auraiya,26.6558215,79.5160757, Uttar Pradesh
UTTAR PRADESH,azamgarh,2003,6,23,16,18,39,45,0,147,azamgarh,26.023639,83.0293105, Uttar Pradesh
UTTAR PRADESH,badaun,2003,31,40,28,29,89,15,0,232,badaun,28.0649367,79.043832, Uttar Pradesh
UTTAR PRADESH,baghpat,2003,12,14,10,9,45,23,0,113,baghpat,29.0374779,77.3062737, Uttar Pradesh
UTTAR PRADESH,bahraich,2003,5,8,7,8,271,17,0,316,bahraich,27.7343823,81.47654, Uttar Pradesh
UTTAR PRADESH,ballia,2003,2,3,8,8,25,8,0,54,ballia,25.8749595,84.1210329, Uttar Pradesh
UTTAR PRADESH,balrampur,2003,3,4,3,1,45,6,0,62,balrampur,27.4476988,82.3956245, Uttar Pradesh
UTTAR PRADESH,banda,2003,10,6,13,15,17,10,0,71,banda,25.4438537,80.5595237, Uttar Pradesh
